name,url,filepath,depth
ChristopherTHead,https://chrisheadva.com/press-release-governor-glenn-youngkin-holds-ceremonial-signing-of-hb-884-sb-195-during-the-2022-virginia-health-care-conference/,html/Senate/ChristopherTHead/chrisheadva.com|press-release-governor-glenn-youngkin-holds-ceremonial-signing-of-hb-884-sb-195-during-the-2022-virginia-health-care-conference|16993052578862088,2
IreneShin,https://www.ireneforva.com/news/new-laws-going-into-effect,html/House/IreneShin/www.ireneforva.com|news|new-laws-going-into-effect16993052581354947,2
RodneyTWillett,https://www.rodwillett.com/in-the-media/virginia-business,html/House/RodneyTWillett/www.rodwillett.com|in-the-media|virginia-business1699305258205565,2
ChristopherTHead,https://chrisheadva.com/governor-glenn-youngkin-signs-bipartisan-legislation-to-expand-health-care-coverage-options-for-small-businesses/,html/Senate/ChristopherTHead/chrisheadva.com|governor-glenn-youngkin-signs-bipartisan-legislation-to-expand-health-care-coverage-options-for-small-businesses|16993052585416415,2
IreneShin,https://www.ireneforva.com/news/june-newsletter,html/House/IreneShin/www.ireneforva.com|news|june-newsletter16993052586747925,2
RodneyTWillett,https://www.rodwillett.com/in-the-media/politics-and-mental-health,html/House/RodneyTWillett/www.rodwillett.com|in-the-media|politics-and-mental-health16993052589185247,2
IreneShin,https://www.ireneforva.com/news/94no8m9061t43m67sgwxw7u6kwp3qs,html/House/IreneShin/www.ireneforva.com|news|94no8m9061t43m67sgwxw7u6kwp3qs16993052592187998,2
ChristopherTHead,https://chrisheadva.com/progress-reported-in-state-budget-talks-2/,html/Senate/ChristopherTHead/chrisheadva.com|progress-reported-in-state-budget-talks-2|16993052592524621,2
RodneyTWillett,https://www.rodwillett.com/in-the-media/rodney-on-richmonds-cbs-6,html/House/RodneyTWillett/www.rodwillett.com|in-the-media|rodney-on-richmonds-cbs-616993052595099273,2
ChristopherTHead,https://chrisheadva.com/progress-reported-in-state-budget-talks/,html/Senate/ChristopherTHead/chrisheadva.com|progress-reported-in-state-budget-talks|16993052597465818,2
IreneShin,https://www.ireneforva.com/news/session-week-7,html/House/IreneShin/www.ireneforva.com|news|session-week-71699305259773923,2
IreneShin,https://www.ireneforva.com/news/session-week-6,html/House/IreneShin/www.ireneforva.com|news|session-week-616993052603427012,2
ChristopherTHead,https://chrisheadva.com/virginia-lawmakers-talk-about-success-challenges-while-budget-is-still-in-limbo/,html/Senate/ChristopherTHead/chrisheadva.com|virginia-lawmakers-talk-about-success-challenges-while-budget-is-still-in-limbo|1699305260470523,2
IreneShin,https://www.ireneforva.com/news/category/Press+Release,html/House/IreneShin/www.ireneforva.com|news|category|Press+Release1699305260848822,2
ChristopherTHead,https://chrisheadva.com/new-virginia-law-allows-state-chartered-banks-to-custody-crypto/,html/Senate/ChristopherTHead/chrisheadva.com|new-virginia-law-allows-state-chartered-banks-to-custody-crypto|16993052611569474,2
IreneShin,https://www.ireneforva.com/news/senate-and-house-agree-with-delegate-shin-close-the-coverage-gap-expand-independent-living-with-dignity,html/House/IreneShin/www.ireneforva.com|news|senate-and-house-agree-with-delegate-shin-close-the-coverage-gap-expand-independent-living-with-dignity16993052615501933,2
ChristopherTHead,https://chrisheadva.com/no-virginia-budget-deal-yet-with-special-session-one-week-away/,html/Senate/ChristopherTHead/chrisheadva.com|no-virginia-budget-deal-yet-with-special-session-one-week-away|16993052618108208,2
IreneShin,https://www.ireneforva.com/news/session-week-five,html/House/IreneShin/www.ireneforva.com|news|session-week-five16993052621539702,2
ChristopherTHead,https://chrisheadva.com/bills-okd-from-roanoke-and-new-river-valleys-delegation-show-range-of-legislature/,html/Senate/ChristopherTHead/chrisheadva.com|bills-okd-from-roanoke-and-new-river-valleys-delegation-show-range-of-legislature|16993052625249455,2
IreneShin,https://www.ireneforva.com/news/session-week-four,html/House/IreneShin/www.ireneforva.com|news|session-week-four16993052628420358,2
ChristopherTHead,https://chrisheadva.com/delegate-chris-head-rebukes-house-democrats-as-out-of-touch-over-rising-gas-prices/,html/Senate/ChristopherTHead/chrisheadva.com|delegate-chris-head-rebukes-house-democrats-as-out-of-touch-over-rising-gas-prices|16993052631033888,2
IreneShin,https://www.ireneforva.com/news/house-subcommittee-insufficient-votes-for-your-atm-fees-bill,html/House/IreneShin/www.ireneforva.com|news|house-subcommittee-insufficient-votes-for-your-atm-fees-bill16993052634078,2
ChristopherTHead,https://chrisheadva.com/virginia-approves-bill-allowing-banks-to-offer-cryptocurrency-custody-services/,html/Senate/ChristopherTHead/chrisheadva.com|virginia-approves-bill-allowing-banks-to-offer-cryptocurrency-custody-services|16993052637241378,2
JeionAWard,https://jeionward.com/images/Virginia-House-of-Delegates-District-92.png,html/House/JeionAWard/jeionward.com|images|Virginia-House-of-Delegates-District-92.png16993052640073352,2
IreneShin,https://www.ireneforva.com/news/house-committee-rejects-fast-food-industry-reformsnbspthat-burrito-does-not-roll-itself,html/House/IreneShin/www.ireneforva.com|news|house-committee-rejects-fast-food-industry-reformsnbspthat-burrito-does-not-roll-itself16993052642669368,2
ChristopherTHead,https://chrisheadva.com/understanding-new-va-law-about-cryptocurrency/,html/Senate/ChristopherTHead/chrisheadva.com|understanding-new-va-law-about-cryptocurrency|16993052644368079,2
AnneFerrellTata,https://teamtata.org/letter-request,html/House/AnneFerrellTata/teamtata.org|letter-request16993052645747452,2
RodneyTWillett,https://www.rodwillett.com/legislation,html/House/RodneyTWillett/www.rodwillett.com|legislation16993052673859172,3
IreneShin,https://www.ireneforva.com/news/session-week-three,html/House/IreneShin/www.ireneforva.com|news|session-week-three16993052674027057,2
SteveDHarvey,https://steveharveyvirginia.com/category/media/,html/House/SteveDHarvey/steveharveyvirginia.com|category|media|1699305267470389,2
ChristopherTHead,https://chrisheadva.com/news/page/2/,html/Senate/ChristopherTHead/chrisheadva.com|news|page|2|1699305267530952,2
IreneShin,https://www.ireneforva.com/news/session-week-two,html/House/IreneShin/www.ireneforva.com|news|session-week-two16993052675654023,2
IreneShin,https://www.ireneforva.com/news/session-week-one,html/House/IreneShin/www.ireneforva.com|news|session-week-one16993052681259985,2
SteveDHarvey,https://steveharveyvirginia.com/author/admin/page/2/,html/House/SteveDHarvey/steveharveyvirginia.com|author|admin|page|2|16993052683129227,2
IreneShin,https://www.ireneforva.com/news/december-newsletter,html/House/IreneShin/www.ireneforva.com|news|december-newsletter16993052687612314,2
IreneShin,https://www.ireneforva.com/news/november-newsletter,html/House/IreneShin/www.ireneforva.com|news|november-newsletter16993052692964485,2
IreneShin,https://www.ireneforva.com/news/mgh28f3lan14jhbuihn7hsgnlvv7z6,html/House/IreneShin/www.ireneforva.com|news|mgh28f3lan14jhbuihn7hsgnlvv7z61699305269917333,2
IreneShin,https://www.ireneforva.com/news/delegate-irene-shins-statement-on-governors-amendment-to-hb-1063,html/House/IreneShin/www.ireneforva.com|news|delegate-irene-shins-statement-on-governors-amendment-to-hb-10631699305270478316,2
IreneShin,https://www.ireneforva.com/news/press-release-house-passes-delegate-irene-shins-jail-cost-reform-legislation,html/House/IreneShin/www.ireneforva.com|news|press-release-house-passes-delegate-irene-shins-jail-cost-reform-legislation16993052710717776,2
RodneyTWillett,https://thecommonwealthinstitute.org/wp-content/uploads/2022/02/Key-Budget-Policy-Choices-2022-committees.pdf,html/House/RodneyTWillett/pdfs/thecommonwealthinstitute.org|wp-content|uploads|2022|02|Key-Budget-Policy-Choices-2022-committees.pdf16993052714770975,3
IreneShin,https://www.ireneforva.com/news/press-releasedelegate-irene-shin-makes-history-as-first-korean-american-women-elected-to-the-virginia-house-of-delegates-receives-committee-assignments,html/House/IreneShin/www.ireneforva.com|news|press-releasedelegate-irene-shin-makes-history-as-first-korean-american-women-elected-to-the-virginia-house-of-delegates-receives-committee-assignments16993052715500953,2
RodneyTWillett,https://www.rodwillett.com/newsletters/march-25th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|march-25th-newsletter16993052715702412,3
IreneShin,https://www.ireneforva.com/news/category/Endorsement,html/House/IreneShin/www.ireneforva.com|news|category|Endorsement16993052720010233,2
RodneyTWillett,https://www.rodwillett.com/newsletters/march-11th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|march-11th-newsletter16993052721993406,3
RodneyTWillett,https://www.rodwillett.com/newsletters/march-4th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|march-4th-newsletter16993052726554685,3
IreneShin,https://www.ireneforva.com/news/press-release-equality-virginia-advocates-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-equality-virginia-advocates-endorses-irene-shin-for-delegate1699305272736557,2
RodneyTWillett,https://www.rodwillett.com/newsletters/february-25th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|february-25th-newsletter16993052730999122,3
IreneShin,https://www.ireneforva.com/news?offset=1633711920073,html/House/IreneShin/www.ireneforva.com|news16993052734793108,2
RodneyTWillett,https://www.rodwillett.com/newsletters/february-18th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|february-18th-newsletter1699305273782875,3
RodneyTWillett,https://www.rodwillett.com/newsletters/february-11th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|february-11th-newsletter1699305274342391,3
RodneyTWillett,https://www.rodwillett.com/newsletters/february-4th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|february-4th-newsletter16993052749053745,3
RodneyTWillett,https://www.rodwillett.com/newsletters/january-28th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|january-28th-newsletter16993052754866283,3
RodneyTWillett,https://www.rodwillett.com/newsletters/january-21st-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|january-21st-newsletter16993052759261796,3
RodneyTWillett,https://www.rodwillett.com/newsletters/january-14th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|january-14th-newsletter1699305276617899,3
RodneyTWillett,https://www.rodwillett.com/newsletters/january-7th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|january-7th-newsletter169930527710508,3
RodneyTWillett,https://www.rodwillett.com/newsletters/december-22nd-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|december-22nd-newsletter1699305277795183,3
RodneyTWillett,https://www.rodwillett.com/newsletters/december-10th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|december-10th-newsletter16993052783766541,3
RodneyTWillett,https://www.rodwillett.com/newsletters/november-12th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|november-12th-newsletter16993052790980825,3
RodneyTWillett,https://www.rodwillett.com/newsletters/october-22nd-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|october-22nd-newsletter16993052796650758,3
RodneyTWillett,https://www.rodwillett.com/newsletters/october-8th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|october-8th-newsletter16993052803998234,3
RodneyTWillett,https://www.rodwillett.com/newsletters/september-24th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|september-24th-newsletter1699305281126946,3
RodneyTWillett,https://www.rodwillett.com/newsletters/september-10th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|september-10th-newsletter16993052817240038,3
RodneyTWillett,https://www.rodwillett.com/newsletters/august-27th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|august-27th-newsletter16993052823045611,3
IreneShin,https://www.ireneforva.com/news/press-releasepress-release-lgbt-democrats-of-virginia-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-releasepress-release-lgbt-democrats-of-virginia-endorses-irene-shin-for-delegate16993052823426201,3
GregoryJMoulthrop,https://www.gregmoulthrop.com,html/Senate/GregoryJMoulthrop/www.gregmoulthrop.com16993052824395251,3
RodneyTWillett,https://www.rodwillett.com/newsletters/august-13th-newsletter,html/House/RodneyTWillett/www.rodwillett.com|newsletters|august-13th-newsletter16993052830373254,3
IreneShin,https://www.ireneforva.com/news/press-release-democratic-delegate-candidate-irene-shin-responds-to-opponents-extreme-insults-targeting-lgbtq-and-trans-students,html/House/IreneShin/www.ireneforva.com|news|press-release-democratic-delegate-candidate-irene-shin-responds-to-opponents-extreme-insults-targeting-lgbtq-and-trans-students16993052830628781,3
IreneShin,https://www.ireneforva.com/news/press-release-democratic-house-leadership-endorse-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-democratic-house-leadership-endorse-irene-shin-for-delegate16993052836961617,3
RodneyTWillett,https://www.rodwillett.com/newsletters?offset=1648225800075&reversePaginate=true,html/House/RodneyTWillett/www.rodwillett.com|newsletters1699305283741442,3
RodneyTWillett,https://www.rodwillett.com/newsletters?offset=1628866860221,html/House/RodneyTWillett/www.rodwillett.com|newsletters16993052843427384,3
IreneShin,https://www.ireneforva.com/news/press-release-top-of-2021-democratic-ticket-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-top-of-2021-democratic-ticket-endorses-irene-shin-for-delegate1699305284432662,3
IreneShin,https://www.ireneforva.com/news/press-release-irene-shin-responds-to-opponents-extreme-claim-of-child-abuse-for-safe-school-reopening,html/House/IreneShin/www.ireneforva.com|news|press-release-irene-shin-responds-to-opponents-extreme-claim-of-child-abuse-for-safe-school-reopening16993052849820116,3
IreneShin,https://www.ireneforva.com/news/press-release-run-for-something-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-run-for-something-endorses-irene-shin-for-delegate16993052854879742,3
IreneShin,https://www.ireneforva.com/news/press-release-senator-jennifer-b-boysko-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-senator-jennifer-b-boysko-endorses-irene-shin-for-delegate16993052862072148,3
ChristopherTHead,https://chrisheadva.com/del-chris-head-buy-an-electric-car-is-the-new-let-them-eat-cake/,html/Senate/ChristopherTHead/chrisheadva.com|del-chris-head-buy-an-electric-car-is-the-new-let-them-eat-cake|169930528630017,3
IreneShin,https://www.ireneforva.com/news/press-release-congressman-andy-kim-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-congressman-andy-kim-endorses-irene-shin-for-delegate1699305286806556,3
IreneShin,https://www.ireneforva.com/news/press-release-former-fairfax-county-naacp-president-kofi-annan-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-former-fairfax-county-naacp-president-kofi-annan-endorses-irene-shin-for-delegate16993052874013314,3
ChristopherTHead,https://chrisheadva.com/virginia-banks-will-soon-offer-cryptocurrency-custody-services/,html/Senate/ChristopherTHead/chrisheadva.com|virginia-banks-will-soon-offer-cryptocurrency-custody-services|1699305287437073,3
ChristopherTHead,https://chrisheadva.com/virginia-senate-passes-bill-allowing-state-banks-to-offer-bitcoin-custody-services/,html/Senate/ChristopherTHead/chrisheadva.com|virginia-senate-passes-bill-allowing-state-banks-to-offer-bitcoin-custody-services|16993052880747743,3
IreneShin,https://www.ireneforva.com/news/s3ktmuxjiuyifjci0nbwh0dnillqat,html/House/IreneShin/www.ireneforva.com|news|s3ktmuxjiuyifjci0nbwh0dnillqat16993052880989316,3
SteveDHarvey,https://steveharveyvirginia.com/category/media/page/2/,html/House/SteveDHarvey/steveharveyvirginia.com|category|media|page|2|16993052885800052,3
IreneShin,http://www.ireneforva.com/,html/House/IreneShin/www.ireneforva.com|16993052887493272,3
ChristopherTHead,https://chrisheadva.com/del-heads-bill-makes-va-first-in-nation-to-advance-cryptocurrency-banking/,html/Senate/ChristopherTHead/chrisheadva.com|del-heads-bill-makes-va-first-in-nation-to-advance-cryptocurrency-banking|16993052887939875,3
IreneShin,https://www.ireneforva.com/news/tag/Newsletter,html/House/IreneShin/www.ireneforva.com|news|tag|Newsletter16993052894553947,3
ChristopherTHead,https://chrisheadva.com/virginia-advances-groundbreaking-cryptocurrency-banking-bill/,html/Senate/ChristopherTHead/chrisheadva.com|virginia-advances-groundbreaking-cryptocurrency-banking-bill|16993052895380738,3
ChristopherTHead,https://chrisheadva.com/head-youngkin-administration-focused-on-helping-swva/,html/Senate/ChristopherTHead/chrisheadva.com|head-youngkin-administration-focused-on-helping-swva|1699305290035749,3
ChristopherTHead,https://chrisheadva.com/delegate-chris-head-vip-podcast-episode-13/,html/Senate/ChristopherTHead/chrisheadva.com|delegate-chris-head-vip-podcast-episode-13|1699305290774822,3
ChristopherTHead,https://chrisheadva.com/del-chris-heads-senate-bid-marks-first-redistricting-shakeup/,html/Senate/ChristopherTHead/chrisheadva.com|del-chris-heads-senate-bid-marks-first-redistricting-shakeup|16993052915192049,3
SteveDHarvey,https://steveharveyvirginia.com/hello-world/,html/House/SteveDHarvey/steveharveyvirginia.com|hello-world|16993052915394835,3
SteveDHarvey,https://steveharveyvirginia.com/category/uncategorized/,html/House/SteveDHarvey/steveharveyvirginia.com|category|uncategorized|16993052927463331,3
IreneShin,https://www.ireneforva.com/news/category/In+the+News,html/House/IreneShin/www.ireneforva.com|news|category|In+the+News16993052927810237,3
ChristopherTHead,https://chrisheadva.com/head-makes-bid-for-the-state-senate/,html/Senate/ChristopherTHead/chrisheadva.com|head-makes-bid-for-the-state-senate|16993052928067894,3
IreneShin,https://www.vaapic.org/_files/ugd/ff0eb0_af24051ed4ff48b2a03254442dda1cda.pdf,html/House/IreneShin/pdfs/www.vaapic.org|_files|ugd|ff0eb0_af24051ed4ff48b2a03254442dda1cda.pdf1699305292938869,3
ChristopherTHead,https://chrisheadva.com/del-chris-head-announces-campaign-for-virginia-senate/,html/Senate/ChristopherTHead/chrisheadva.com|del-chris-head-announces-campaign-for-virginia-senate|16993052933894618,3
IreneShin,https://www.ireneforva.com/news/interview-irene-appears-on-your-need-to-know,html/House/IreneShin/www.ireneforva.com|news|interview-irene-appears-on-your-need-to-know1699305293518326,3
IreneShin,https://www.ireneforva.com/news/press-release-democratic-delegate-candidate-irene-shin-responds-to-opponents-antisemitic-comments,html/House/IreneShin/www.ireneforva.com|news|press-release-democratic-delegate-candidate-irene-shin-responds-to-opponents-antisemitic-comments16993052941322832,3
IreneShin,https://www.ireneforva.com/news/washington-post-virginia-house-democrats-see-record-number-of-challenges-in-primary-elections,html/House/IreneShin/www.ireneforva.com|news|washington-post-virginia-house-democrats-see-record-number-of-challenges-in-primary-elections1699305294868466,3
IreneShin,https://www.ireneforva.com/news/press-release-korean-american-democratic-committee-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-korean-american-democratic-committee-endorses-irene-shin-for-delegate16993052955383158,3
IreneShin,https://www.ireneforva.com/news/press-release-former-dranesville-district-democratic-committee-chair-greg-brandon-endorses-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-former-dranesville-district-democratic-committee-chair-greg-brandon-endorses-irene-shin-for-delegate169930531032562,3
IreneShin,https://www.ireneforva.com/news/press-release-herndon-mayor-sheila-olem-former-mayors-lisa-merkel-and-mike-oreilly-endorse-irene-shin-for-delegate,html/House/IreneShin/www.ireneforva.com|news|press-release-herndon-mayor-sheila-olem-former-mayors-lisa-merkel-and-mike-oreilly-endorse-irene-shin-for-delegate16993053227271364,3
LLouiseLucas,https://www.senatorlouiselucas.com,html/Senate/LLouiseLucas/www.senatorlouiselucas.comSenator Lucas16993053246714332,0
KimberlyPopeAdams,https://kimadamsforva.com,html/House/KimberlyPopeAdams/kimadamsforva.comHome - Kimberly Pope Adams for Virginia16993053261402988,0
IreneShin,https://www.ireneforva.com/news/category/News,html/House/IreneShin/www.ireneforva.com|news|category|News16993053318022904,3
IreneShin,https://www.ireneforva.com/news?offset=1633538280242&reversePaginate=true,html/House/IreneShin/www.ireneforva.com|news16993053318861587,3
LLouiseLucas,https://www.senatorlouiselucas.com/donate,html/Senate/LLouiseLucas/www.senatorlouiselucas.com|donate16993053319214697,1
LLouiseLucas,https://www.senatorlouiselucas.com/about-louise,html/Senate/LLouiseLucas/www.senatorlouiselucas.com|about-louise1699305332232539,1
LLouiseLucas,https://www.senatorlouiselucas.com/district,html/Senate/LLouiseLucas/www.senatorlouiselucas.com|district16993053323985965,1
KimberlyPopeAdams,https://kimadamsforva.com/meet-kim/,html/House/KimberlyPopeAdams/kimadamsforva.com|meet-kim|16993053326441891,1
LLouiseLucas,https://www.senatorlouiselucas.com/volunteer-for-louise-lucas,html/Senate/LLouiseLucas/www.senatorlouiselucas.com|volunteer-for-louise-lucas16993053331110117,1
KimberlyPopeAdams,https://kimadamsforva.com/priorities/,html/House/KimberlyPopeAdams/kimadamsforva.com|priorities|16993053331335194,1
BonitaGraceAnthony,https://www.bonitaforva.com,html/House/BonitaGraceAnthony/www.bonitaforva.com16993053335671096,0
KimberlyPopeAdams,https://kimadamsforva.com/endorsements/,html/House/KimberlyPopeAdams/kimadamsforva.com|endorsements|16993053338345833,1
MarkLEarleyJr,https://markearleyforva.com,html/House/MarkLEarleyJr/markearleyforva.com1699305340341568,0
KimberlyPopeAdams,https://kimadamsforva.com/media-toolkit/,html/House/KimberlyPopeAdams/kimadamsforva.com|media-toolkit|16993053403586295,1
JackieHopeGlass,https://delegatejackieglass.com,html/House/JackieHopeGlass/delegatejackieglass.com301 Moved Permanently16993053464891727,0
KimberlyPopeAdams,https://kimadamsforva.com/meet-kim#My-Virginian-Story,html/House/KimberlyPopeAdams/kimadamsforva.com|meet-kim16993053465993528,2
JackieHopeGlass,https://www.delegatejackieglass.com/,html/House/JackieHopeGlass/www.delegatejackieglass.com|16993053474528735,1
GlenHSturtevantJr,https://glensturtevant.com,html/Senate/GlenHSturtevantJr/glensturtevant.comGlen Sturtevant for Virginia Senate1699305402870165,0
BryceEReeves,https://www.brycereeves.com,html/Senate/BryceEReeves/www.brycereeves.com301 Moved Permanently1699305407323089,0
Michelle-AnnELopesMaldonado,https://michelle4va.com,html/House/Michelle-AnnELopesMaldonado/michelle4va.com16993054074114375,0
JackieHopeGlass,https://www.delegatejackieglass.com/join-the-certified-doers/,html/House/JackieHopeGlass/www.delegatejackieglass.com|join-the-certified-doers|16993054082474487,2
JackieHopeGlass,https://www.delegatejackieglass.com/constituent-services/,html/House/JackieHopeGlass/www.delegatejackieglass.com|constituent-services|16993054098980608,2
GlenHSturtevantJr,https://glensturtevant.com/about/,html/Senate/GlenHSturtevantJr/glensturtevant.com|about|16993054101578717,1
JackieHopeGlass,https://www.delegatejackieglass.com/re-election-campaign/,html/House/JackieHopeGlass/www.delegatejackieglass.com|re-election-campaign|16993054102597525,2
GlenHSturtevantJr,https://glensturtevant.com/get-involved/,html/Senate/GlenHSturtevantJr/glensturtevant.com|get-involved|16993054105336676,1
GlenHSturtevantJr,https://glensturtevant.com/voting-information/,html/Senate/GlenHSturtevantJr/glensturtevant.com|voting-information|16993054106371944,1
PATrishWhite-Boyd,https://trishwhite-boyd.com,html/Senate/PATrishWhite-Boyd/trishwhite-boyd.comTrish White-Boyd | VA State Senate Candidate16993054110285015,0
GlenHSturtevantJr,https://glensturtevant.com/contact/,html/Senate/GlenHSturtevantJr/glensturtevant.com|contact|16993054165009587,1
BryceEReeves,https://brycereeves.com/,html/Senate/BryceEReeves/brycereeves.com|16993054204342763,1
GlenHSturtevantJr,https://glensturtevant.com/privacy-policy,html/Senate/GlenHSturtevantJr/glensturtevant.com|privacy-policy16993054272725058,1
EllenHCampbell,https://www.campbellfordelegate.com,html/House/EllenHCampbell/www.campbellfordelegate.comEllen Campbell for Virginia Delegate1699305427361674,0
GlenHSturtevantJr,https://glensturtevant.com/cdn-cgi/l/email-protection#9cf6fdfff7eff3f2dcfbf0f9f2efe8e9eee8f9eafdf2e8b2fff3f1,html/Senate/GlenHSturtevantJr/glensturtevant.com|cdn-cgi|l|email-protection16993054316299336,2
BryceEReeves,https://brycereeves.com/about/,html/Senate/BryceEReeves/brycereeves.com|about|16993054317178118,2
SusannaSGibson,https://susannagibson.com,html/House/SusannaSGibson/susannagibson.com301 Moved Permanently1699305431762781,0
EllenHCampbell,https://www.campbellfordelegate.com/about/,html/House/EllenHCampbell/www.campbellfordelegate.com|about|16993054318714206,1
PATrishWhite-Boyd,https://trishwhite-boyd.com/request-a-yard-sign/,html/Senate/PATrishWhite-Boyd/trishwhite-boyd.com|request-a-yard-sign|1699305431892932,1
BryceEReeves,https://brycereeves.com/issues/,html/Senate/BryceEReeves/brycereeves.com|issues|16993054369302638,2
PATrishWhite-Boyd,https://trishwhite-boyd.com/privacy-policy/,html/Senate/PATrishWhite-Boyd/trishwhite-boyd.com|privacy-policy|16993054370227587,1
BryceEReeves,https://brycereeves.com/news/,html/Senate/BryceEReeves/brycereeves.com|news|16993054371652162,2
EllenHCampbell,https://www.campbellfordelegate.com/issues/,html/House/EllenHCampbell/www.campbellfordelegate.com|issues|1699305438800954,1
EllenHCampbell,https://www.campbellfordelegate.com/news/,html/House/EllenHCampbell/www.campbellfordelegate.com|news|16993054389735758,1
BryceEReeves,https://brycereeves.com/endorsements/,html/Senate/BryceEReeves/brycereeves.com|endorsements|1699305439010529,2
BryceEReeves,https://brycereeves.com/volunteer/,html/Senate/BryceEReeves/brycereeves.com|volunteer|1699305439566186,2
EllenHCampbell,https://www.campbellfordelegate.com/volunteer/,html/House/EllenHCampbell/www.campbellfordelegate.com|volunteer|16993054396427338,1
BryceEReeves,https://brycereeves.com/contact/,html/Senate/BryceEReeves/brycereeves.com|contact|16993054400944502,2
EllenHCampbell,https://www.campbellfordelegate.com/contact/,html/House/EllenHCampbell/www.campbellfordelegate.com|contact|16993054403729649,1
BryceEReeves,https://brycereeves.com/privacy/,html/Senate/BryceEReeves/brycereeves.com|privacy|16993054406720717,2
EllenHCampbell,https://www.campbellfordelegate.com/privacy/,html/House/EllenHCampbell/www.campbellfordelegate.com|privacy|16993054411099157,1
EllenHCampbell,https://www.campbellfordelegate.com/terms/,html/House/EllenHCampbell/www.campbellfordelegate.com|terms|16993054414735847,1
BryceEReeves,http://brycereeves.com/about/,html/Senate/BryceEReeves/brycereeves.com|about|16993054421028795,3
EllenHCampbell,https://www.campbellfordelegate.com/2022/12/22/ellen-campbell-secures-republican-nomination-for-house-of-delegates-district-24/,html/House/EllenHCampbell/www.campbellfordelegate.com|2022|12|22|ellen-campbell-secures-republican-nomination-for-house-of-delegates-district-24|16993054421701784,2
BryceEReeves,http://brycereeves.com/issues/,html/Senate/BryceEReeves/brycereeves.com|issues|16993054426450715,3
BryceEReeves,http://brycereeves.com/news/,html/Senate/BryceEReeves/brycereeves.com|news|16993054431922212,3
BryceEReeves,http://brycereeves.com/endorsements/,html/Senate/BryceEReeves/brycereeves.com|endorsements|16993054439580274,3
BryceEReeves,http://brycereeves.com/volunteer/,html/Senate/BryceEReeves/brycereeves.com|volunteer|16993054445024993,3
BryceEReeves,http://brycereeves.com/contact/,html/Senate/BryceEReeves/brycereeves.com|contact|16993054450443432,3
BryceEReeves,http://brycereeves.com/2023/10/14/senator-reeves-claims-victory-in-the-republican-firehouse-primary-for-the-28th-senate-district/,html/Senate/BryceEReeves/brycereeves.com|2023|10|14|senator-reeves-claims-victory-in-the-republican-firehouse-primary-for-the-28th-senate-district|16993054457241914,3
BryceEReeves,http://brycereeves.com/2023/04/27/senator-reeves-victorious-in-tonights-sd28-candidates-forum/,html/Senate/BryceEReeves/brycereeves.com|2023|04|27|senator-reeves-victorious-in-tonights-sd28-candidates-forum|16993054464323814,3
BryceEReeves,http://brycereeves.com/2023/04/25/reeves-passes-bill-to-research-economic-feasibility-of-taiwan-trade-office-resulting-in-executive-order-to-fast-track-office/,html/Senate/BryceEReeves/brycereeves.com|2023|04|25|reeves-passes-bill-to-research-economic-feasibility-of-taiwan-trade-office-resulting-in-executive-order-to-fast-track-office|16993054469982445,3
BryceEReeves,http://brycereeves.com/2023/04/20/reeves-announces-stellar-fundraising-performance-in-q1-2023/,html/Senate/BryceEReeves/brycereeves.com|2023|04|20|reeves-announces-stellar-fundraising-performance-in-q1-2023|16993054476138096,3
