name,url,filepath,depth
EricFDitri,https://img1.wsimg.com/blobby/go/3f5ffd8a-03a4-49d1-9118-d015950ab86a/gpub/47ba2deb25cea734/script.js,html/Senate/EricFDitri/javascript/script|16993048312241647.js,0
EricFDitri,https://img1.wsimg.com/ceph-p3-01/website-builder-data-prod/static/widgets/UX.4.34.4.js,html/Senate/EricFDitri/javascript/UX.4.34.4|16993048314278374.js,0
EricFDitri,https://img1.wsimg.com/blobby/go/3f5ffd8a-03a4-49d1-9118-d015950ab86a/gpub/58c260179ebd3eee/script.js,html/Senate/EricFDitri/javascript/script|1699304831584955.js,0
EricFDitri,https://img1.wsimg.com/traffic-assets/js/tccl.min.js,html/Senate/EricFDitri/javascript/tccl.min|16993048317578304.js,0
EstherMNizer,https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js,html/House/EstherMNizer/javascript/minified|16993048320106626.js,0
EstherMNizer,https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js,html/House/EstherMNizer/javascript/focus-within-polyfill|16993048321315567.js,0
EstherMNizer,https://polyfill.io/v3/polyfill.min.js?features=fetch.js,html/House/EstherMNizer/javascript/polyfill.min?features=fetch|16993048323401146.js,0
EstherMNizer,https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.61787a30.bundle.min.js,html/House/EstherMNizer/javascript/thunderbolt-commons.61787a30.bundle.min|16993048324688432.js,0
EstherMNizer,https://static.parastorage.com/services/wix-thunderbolt/dist/main.8d593539.bundle.min.js,html/House/EstherMNizer/javascript/main.8d593539.bundle.min|16993048326574407.js,0
EstherMNizer,https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js,html/House/EstherMNizer/javascript/lodash.min|1699304832773126.js,0
EstherMNizer,https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js,html/House/EstherMNizer/javascript/react.production.min|16993048328896623.js,0
EstherMNizer,https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js,html/House/EstherMNizer/javascript/react-dom.production.min|16993048330762563.js,0
EstherMNizer,https://static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js,html/House/EstherMNizer/javascript/siteTags.bundle.min|16993048332552214.js,0
EstherMNizer,https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js,html/House/EstherMNizer/javascript/wix-perf-measure.umd.min|1699304833380171.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0.js,html/Senate/MarkDObenshain/javascript/jquery.min?ver=3.7.0|16993048336380804.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1.js,html/Senate/MarkDObenshain/javascript/jquery-migrate.min?ver=3.4.1|16993048337925944.js,0
MarkDObenshain,https://www.markobenshain.com/wp-content/plugins/gravity-forms-placeholders/gf.placeholders.js?ver=1.0.js,html/Senate/MarkDObenshain/javascript/gf.placeholders?ver=1.0|1699304833950127.js,0
MarkDObenshain,https://www.googletagmanager.com/gtag/js?id=UA-137757154-1.js,html/Senate/MarkDObenshain/javascript/js?id=UA-137757154-1|16993048341512344.js,0
MarkDObenshain,https://www.markobenshain.com/wp-content/plugins/soliloquy/assets/js/min/soliloquy-min.js?ver=2.6.6.js,html/Senate/MarkDObenshain/javascript/soliloquy-min?ver=2.6.6|16993048343930702.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2.js,html/Senate/MarkDObenshain/javascript/wp-polyfill-inert.min?ver=3.1.2|16993048347263393.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11.js,html/Senate/MarkDObenshain/javascript/regenerator-runtime.min?ver=0.13.11|16993048349802766.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0.js,html/Senate/MarkDObenshain/javascript/wp-polyfill.min?ver=3.15.0|16993048351734586.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/dom-ready.min.js?ver=392bdd43726760d1f3ca.js,html/Senate/MarkDObenshain/javascript/dom-ready.min?ver=392bdd43726760d1f3ca|16993048355518026.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1.js,html/Senate/MarkDObenshain/javascript/hooks.min?ver=c6aec9a8d4e5a5d543a1|1699304835699997.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef.js,html/Senate/MarkDObenshain/javascript/i18n.min?ver=7701b0c3857f914212ef|16993048359062164.js,0
MarkDObenshain,https://www.markobenshain.com/wp-includes/js/dist/a11y.min.js?ver=7032343a947cfccf5608.js,html/Senate/MarkDObenshain/javascript/a11y.min?ver=7032343a947cfccf5608|16993048361891935.js,0
